series_id,date,value,description
MORTGAGE30US,2024-04-11,6.88,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-04-18,7.1,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-04-25,7.17,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-05-02,7.22,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-05-09,7.09,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-05-16,7.02,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-05-23,6.94,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-05-30,7.03,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-06-06,6.99,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-06-13,6.95,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-06-20,6.87,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-06-27,6.86,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-07-03,6.95,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-07-11,6.89,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-07-18,6.77,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-07-25,6.78,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-08-01,6.73,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-08-08,6.47,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-08-15,6.49,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-08-22,6.46,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-08-29,6.35,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-09-05,6.35,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-09-12,6.2,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-09-19,6.09,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-09-26,6.08,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-10-03,6.12,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-10-10,6.32,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-10-17,6.44,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-10-24,6.54,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-10-31,6.72,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-11-07,6.79,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-11-14,6.78,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-11-21,6.84,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-11-27,6.81,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-12-05,6.69,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-12-12,6.6,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-12-19,6.72,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2024-12-26,6.85,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-01-02,6.91,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-01-09,6.93,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-01-16,7.04,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-01-23,6.96,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-01-30,6.95,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-02-06,6.89,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-02-13,6.87,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-02-20,6.85,30-Year Fixed Mortgage Rate (Weekly)
MORTGAGE30US,2025-02-27,6.76,30-Year Fixed Mortgage Rate (Weekly)
